,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,DEALSIZE,ORDER_YEAR,ORDER_MONTH,ORDER_QUARTER
1540,10110,20,35.51,3,710.2,2003-03-18,Shipped,1,3,2003,Vintage Cars,33,S24_1937,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Small,2003,3,1
1541,10124,45,37.84,2,1702.8,2003-05-21,Shipped,2,5,2003,Vintage Cars,33,S24_1937,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,83030,USA,Small,2003,5,2
1543,10162,37,27.22,5,1007.14,2003-10-18,Shipped,4,10,2003,Vintage Cars,33,S24_1937,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,N/A,USA,Small,2003,10,4
1546,10193,26,29.21,10,759.46,2003-11-21,Shipped,4,11,2003,Vintage Cars,33,S24_1937,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,3150,Australia,Small,2003,11,4
1548,10214,20,34.19,3,683.8,2004-01-26,Shipped,1,1,2004,Vintage Cars,33,S24_1937,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Unknown,28023,Spain,Small,2004,1,1
1550,10243,33,29.54,1,974.82,2004-04-26,Shipped,2,4,2004,Vintage Cars,33,S24_1937,Diecast Collectables,6251 Ingle Ln.,Boston,MA,51003,USA,Small,2004,4,2
1551,10280,20,28.88,12,577.6,2004-08-17,Shipped,3,8,2004,Vintage Cars,33,S24_1937,Amica Models & Co.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,Small,2004,8,3
1554,10312,39,29.54,13,1152.06,2004-10-21,Shipped,4,10,2004,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Small,2004,10,4
1556,10332,45,81.91,6,3685.95,2004-11-17,Shipped,4,11,2004,Vintage Cars,33,S24_1937,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Medium,2004,11,4
1557,10344,20,35.18,6,703.6,2004-11-25,Shipped,4,11,2004,Vintage Cars,33,S24_1937,Marseille Mini Autos,"12, rue des Bouchers",Marseille,Unknown,13008,France,Small,2004,11,4
1560,10380,32,70.56,4,2257.92,2005-02-16,Shipped,1,2,2005,Vintage Cars,33,S24_1937,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2005,2,1
1562,10409,61,29.54,1,1801.94,2005-04-23,Shipped,2,4,2005,Vintage Cars,33,S24_1937,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,Small,2005,4,2
1563,10420,45,26.88,1,1209.6,2005-05-29,In Process,2,5,2005,Vintage Cars,33,S24_1937,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Small,2005,5,2
1564,10107,38,83.03,7,3155.14,2003-02-24,Shipped,1,2,2003,Motorcycles,76,S24_2000,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA,Medium,2003,2,1
1565,10120,34,83.79,5,2848.86,2003-04-29,Shipped,2,4,2003,Motorcycles,76,S24_2000,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Small,2003,4,2
1567,10145,47,83.03,11,3902.41,2003-08-25,Shipped,3,8,2003,Motorcycles,76,S24_2000,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,90003,USA,Medium,2003,8,3
1569,10168,29,75.41,6,2186.89,2003-10-28,Shipped,4,10,2003,Motorcycles,76,S24_2000,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,94217,USA,Small,2003,10,4
1571,10188,40,91.4,6,3656.0,2003-11-18,Shipped,4,11,2003,Motorcycles,76,S24_2000,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Unknown,N 5804,Norway,Medium,2003,11,4
1574,10223,38,69.31,6,2633.78,2004-02-20,Shipped,1,2,2004,Motorcycles,76,S24_2000,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,3004,Australia,Small,2004,2,1
1577,10263,37,62.46,7,2311.02,2004-06-28,Shipped,2,6,2004,Motorcycles,76,S24_2000,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,97562,USA,Small,2004,6,2
1578,10275,30,79.98,6,2399.4,2004-07-23,Shipped,3,7,2004,Motorcycles,76,S24_2000,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,Small,2004,7,3
1579,10285,39,70.08,11,2733.12,2004-08-27,Shipped,3,8,2004,Motorcycles,76,S24_2000,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Small,2004,8,3
1580,10297,32,65.51,1,2096.32,2004-09-16,Shipped,3,9,2004,Motorcycles,76,S24_2000,"Clover Collections, Co.",25 Maiden Lane,Dublin,Unknown,2,Ireland,Small,2004,9,3
1581,10308,47,63.22,4,2971.34,2004-10-15,Shipped,4,10,2004,Motorcycles,76,S24_2000,Mini Classics,3758 North Pendale Street,White Plains,NY,24067,USA,Small,2004,10,4
1583,10329,37,94.43,4,3493.91,2004-11-15,Shipped,4,11,2004,Motorcycles,76,S24_2000,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,10022,USA,Medium,2004,11,4
1584,10340,55,79.98,8,4398.9,2004-11-24,Shipped,4,11,2004,Motorcycles,76,S24_2000,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Unknown,8022,Spain,Medium,2004,11,4
1591,10117,41,100.0,3,5189.78,2003-04-16,Shipped,2,4,2003,Ships,122,S24_2011,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Medium,2003,4,2
1594,10153,40,100.0,5,5456.4,2003-09-28,Shipped,3,9,2003,Ships,122,S24_2011,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2003,9,3
1595,10167,33,100.0,16,3812.16,2003-10-23,Cancelled,4,10,2003,Ships,122,S24_2011,Scandinavian Gift Ideas,?kergatan 24,Boras,Unknown,S-844 67,Sweden,Medium,2003,10,4
1597,10185,30,100.0,7,3170.7,2003-11-14,Shipped,4,11,2003,Ships,122,S24_2011,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,50553,USA,Medium,2003,11,4
1598,10197,41,100.0,13,4534.6,2003-11-26,Shipped,4,11,2003,Ships,122,S24_2011,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Unknown,8022,Spain,Medium,2003,11,4
1600,10221,49,100.0,1,6804.63,2004-02-18,Shipped,1,2,2004,Ships,122,S24_2011,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,Medium,2004,2,1
1601,10232,46,100.0,4,5652.94,2004-03-20,Shipped,1,3,2004,Ships,122,S24_2011,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Medium,2004,3,1
1603,10261,36,100.0,8,4512.6,2004-06-17,Shipped,2,6,2004,Ships,122,S24_2011,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Medium,2004,6,2
1604,10273,22,100.0,11,2784.76,2004-07-21,Shipped,3,7,2004,Ships,122,S24_2011,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,Small,2004,7,3
1605,10283,42,100.0,13,5316.36,2004-08-20,Shipped,3,8,2004,Ships,122,S24_2011,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Medium,2004,8,3
1607,10306,29,100.0,7,3207.4,2004-10-14,Shipped,4,10,2004,Ships,122,S24_2011,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Medium,2004,10,4
1608,10315,35,100.0,6,4215.05,2004-10-29,Shipped,4,10,2004,Ships,122,S24_2011,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,Medium,2004,10,4
1610,10337,29,71.97,4,2087.13,2004-11-21,Shipped,4,11,2004,Ships,122,S24_2011,Classic Legends Inc.,5905 Pompton St.,NYC,NY,10022,USA,Small,2004,11,4
1612,10372,37,100.0,8,3910.53,2005-01-26,Shipped,1,1,2005,Ships,122,S24_2011,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Medium,2005,1,1
1613,10384,28,80.54,3,2255.12,2005-02-23,Shipped,1,2,2005,Ships,122,S24_2011,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,N/A,USA,Small,2005,2,1
1614,10396,49,100.0,6,5720.75,2005-03-23,Shipped,1,3,2005,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2005,3,1
1617,10110,39,44.35,2,1729.65,2003-03-18,Shipped,1,3,2003,Vintage Cars,44,S24_2022,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Small,2003,3,1
1618,10124,22,45.25,1,995.5,2003-05-21,Shipped,2,5,2003,Vintage Cars,44,S24_2022,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,83030,USA,Small,2003,5,2
1620,10162,43,36.29,4,1560.47,2003-10-18,Shipped,4,10,2003,Vintage Cars,44,S24_2022,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,N/A,USA,Small,2003,10,4
1623,10193,20,50.62,9,1012.4,2003-11-21,Shipped,4,11,2003,Vintage Cars,44,S24_2022,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,3150,Australia,Small,2003,11,4
1625,10214,49,47.94,2,2349.06,2004-01-26,Shipped,1,1,2004,Vintage Cars,44,S24_2022,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Unknown,28023,Spain,Small,2004,1,1
1627,10244,39,45.25,9,1764.75,2004-04-29,Shipped,2,4,2004,Vintage Cars,44,S24_2022,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2004,4,2
1629,10280,45,47.49,11,2137.05,2004-08-17,Shipped,3,8,2004,Vintage Cars,44,S24_2022,Amica Models & Co.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,Small,2004,8,3
1632,10312,23,37.63,12,865.49,2004-10-21,Shipped,4,10,2004,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Small,2004,10,4
1634,10332,26,85.52,10,2223.52,2004-11-17,Shipped,4,11,2004,Vintage Cars,44,S24_2022,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Small,2004,11,4
1635,10345,43,53.76,1,2311.68,2004-11-25,Shipped,4,11,2004,Vintage Cars,44,S24_2022,Atelier graphique,"54, rue Royale",Nantes,Unknown,44000,France,Small,2004,11,4
1638,10380,27,68.35,5,1845.45,2005-02-16,Shipped,1,2,2005,Vintage Cars,44,S24_2022,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2005,2,1
1640,10421,40,45.7,2,1828.0,2005-05-29,In Process,2,5,2005,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Small,2005,5,2
1641,10103,36,100.0,1,3680.28,2003-01-29,Shipped,1,1,2003,Trucks and Buses,127,S24_2300,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,Medium,2003,1,1
1643,10126,27,100.0,1,3415.77,2003-05-28,Shipped,2,5,2003,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Unknown,28023,Spain,Medium,2003,5,2
1644,10140,47,100.0,1,5105.14,2003-07-24,Shipped,3,7,2003,Trucks and Buses,127,S24_2300,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,94217,USA,Medium,2003,7,3
1645,10151,42,100.0,8,5098.8,2003-09-21,Shipped,3,9,2003,Trucks and Buses,127,S24_2300,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Unknown,90110,Finland,Medium,2003,9,3
1646,10165,32,100.0,17,4661.76,2003-10-22,Shipped,4,10,2003,Trucks and Buses,127,S24_2300,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Medium,2003,10,4
1648,10184,24,100.0,11,3496.32,2003-11-14,Shipped,4,11,2003,Trucks and Buses,127,S24_2300,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Unknown,41101,Spain,Medium,2003,11,4
1649,10194,49,100.0,1,5760.93,2003-11-25,Shipped,4,11,2003,Trucks and Buses,127,S24_2300,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,Unknown,69004,France,Medium,2003,11,4
1654,10259,47,100.0,9,5285.62,2004-06-15,Shipped,2,6,2004,Trucks and Buses,127,S24_2300,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,Medium,2004,6,2
1655,10271,43,100.0,10,5605.05,2004-07-20,Shipped,3,7,2004,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2004,7,3
1656,10281,25,100.0,6,2779.5,2004-08-19,Shipped,3,8,2004,Trucks and Buses,127,S24_2300,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA,Small,2004,8,3
1658,10305,24,100.0,10,3189.6,2004-10-13,Shipped,4,10,2004,Trucks and Buses,127,S24_2300,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Medium,2004,10,4
1659,10313,42,100.0,4,5581.8,2004-10-22,Shipped,4,10,2004,Trucks and Buses,127,S24_2300,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Medium,2004,10,4
1661,10334,42,100.0,5,5528.04,2004-11-19,On Hold,4,11,2004,Trucks and Buses,127,S24_2300,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Unknown,S-958 22,Sweden,Medium,2004,11,4
1664,10371,20,100.0,5,3449.4,2005-01-23,Shipped,1,1,2005,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2005,1,1
1665,10382,20,100.0,3,2654.4,2005-02-17,Shipped,1,2,2005,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Small,2005,2,1
1667,10425,49,100.0,9,5510.54,2005-05-31,In Process,2,5,2005,Trucks and Buses,127,S24_2300,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,Medium,2005,5,2
1671,10145,27,60.95,3,1645.65,2003-08-25,Shipped,3,8,2003,Motorcycles,69,S24_2360,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,90003,USA,Small,2003,8,3
1675,10190,42,76.19,3,3199.98,2003-11-19,Shipped,4,11,2003,Motorcycles,69,S24_2360,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2003,11,4
1676,10211,21,63.72,11,1338.12,2004-01-15,Shipped,1,1,2004,Motorcycles,69,S24_2360,Auto Canal Petit,"25, rue Lauriston",Paris,Unknown,75016,France,Small,2004,1,1
1677,10224,37,80.34,4,2972.58,2004-02-21,Shipped,1,2,2004,Motorcycles,69,S24_2360,Daedalus Designs Imports,"184, chausse de Tournai",Lille,Unknown,59000,France,Small,2004,2,1
1679,10252,47,65.8,8,3092.6,2004-05-26,Shipped,2,5,2004,Motorcycles,69,S24_2360,Auto Canal Petit,"25, rue Lauriston",Paris,Unknown,75016,France,Medium,2004,5,2
1680,10264,37,65.1,6,2408.7,2004-06-30,Shipped,2,6,2004,Motorcycles,69,S24_2360,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,MA,51003,USA,Small,2004,6,2
1682,10285,38,59.56,3,2263.28,2004-08-27,Shipped,3,8,2004,Motorcycles,69,S24_2360,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Small,2004,8,3
1683,10299,33,66.49,6,2194.17,2004-09-30,Shipped,3,9,2004,Motorcycles,69,S24_2360,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Unknown,21240,Finland,Small,2004,9,3
1684,10309,24,56.1,2,1346.4,2004-10-15,Shipped,4,10,2004,Motorcycles,69,S24_2360,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Unknown,4110,Norway,Small,2004,10,4
1686,10330,42,81.03,1,3403.26,2004-11-16,Shipped,4,11,2004,Motorcycles,69,S24_2360,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Unknown,1227 MM,Philippines,Medium,2004,11,4
1687,10341,32,100.0,6,3307.2,2004-11-24,Shipped,4,11,2004,Motorcycles,69,S24_2360,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Medium,2004,11,4
1693,10110,43,78.15,11,3360.45,2003-03-18,Shipped,1,3,2003,Classic Cars,90,S24_2766,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Medium,2003,3,1
1694,10124,32,72.7,10,2326.4,2003-05-21,Shipped,2,5,2003,Classic Cars,90,S24_2766,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,83030,USA,Small,2003,5,2
1696,10161,20,100.0,3,2144.6,2003-10-17,Shipped,4,10,2003,Classic Cars,90,S24_2766,Heintze Collectables,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,Small,2003,10,4
1699,10192,46,83.6,2,3845.6,2003-11-20,Shipped,4,11,2003,Classic Cars,90,S24_2766,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA,Medium,2003,11,4
1701,10212,45,88.14,1,3966.3,2004-01-16,Shipped,1,1,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,1,1
1703,10241,47,94.5,6,4441.5,2004-04-13,Shipped,2,4,2004,Classic Cars,90,S24_2766,Mini Caravy,"24, place Kluber",Strasbourg,Unknown,67000,France,Medium,2004,4,2
1708,10311,28,93.6,4,2620.8,2004-10-16,Shipped,4,10,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2004,10,4
1710,10332,39,86.72,7,3382.08,2004-11-17,Shipped,4,11,2004,Classic Cars,90,S24_2766,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Medium,2004,11,4
1711,10346,25,100.0,1,2876.75,2004-11-29,Shipped,4,11,2004,Classic Cars,90,S24_2766,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,83030,USA,Small,2004,11,4
1712,10368,40,100.0,2,4107.2,2005-01-19,Shipped,1,1,2005,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2005,1,1
1713,10380,36,37.5,6,1350.0,2005-02-16,Shipped,1,2,2005,Classic Cars,90,S24_2766,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2005,2,1
1714,10407,76,94.5,6,7182.0,2005-04-22,On Hold,2,4,2005,Classic Cars,90,S24_2766,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,94217,USA,Large,2005,4,2
1715,10420,39,100.0,9,3933.93,2005-05-29,In Process,2,5,2005,Classic Cars,90,S24_2766,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Medium,2005,5,2
1716,10104,44,39.6,10,1742.4,2003-01-31,Shipped,1,1,2003,Classic Cars,35,S24_2840,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2003,1,1
1720,10151,30,40.31,4,1209.3,2003-09-21,Shipped,3,9,2003,Classic Cars,35,S24_2840,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Unknown,90110,Finland,Small,2003,9,3
1721,10165,27,31.82,13,859.14,2003-10-22,Shipped,4,10,2003,Classic Cars,35,S24_2840,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Unknown,79903,Singapore,Small,2003,10,4
1723,10184,42,31.82,7,1336.44,2003-11-14,Shipped,4,11,2003,Classic Cars,35,S24_2840,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Unknown,41101,Spain,Small,2003,11,4
1724,10195,32,28.29,7,905.28,2003-11-25,Shipped,4,11,2003,Classic Cars,35,S24_2840,Mini Classics,3758 North Pendale Street,White Plains,NY,24067,USA,Small,2003,11,4
1729,10259,31,33.24,5,1030.44,2004-06-15,Shipped,2,6,2004,Classic Cars,35,S24_2840,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Unknown,69045,Singapore,Small,2004,6,2
1730,10271,38,41.72,6,1585.36,2004-07-20,Shipped,3,7,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Small,2004,7,3
1731,10281,20,40.66,2,813.2,2004-08-19,Shipped,3,8,2004,Classic Cars,35,S24_2840,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,70267,USA,Small,2004,8,3
1733,10305,48,31.47,6,1510.56,2004-10-13,Shipped,4,10,2004,Classic Cars,35,S24_2840,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Small,2004,10,4
1734,10314,39,37.13,15,1448.07,2004-10-22,Shipped,4,10,2004,Classic Cars,35,S24_2840,Heintze Collectables,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,Small,2004,10,4
1736,10335,33,37.13,2,1225.29,2004-11-19,Shipped,4,11,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Small,2004,11,4
1739,10371,45,100.0,8,5545.8,2005-01-23,Shipped,1,1,2005,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,97562,USA,Medium,2005,1,1
1740,10383,40,100.0,3,6089.6,2005-02-22,Shipped,1,2,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2005,2,1
1741,10394,46,38.9,6,1789.4,2005-03-15,Shipped,1,3,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2005,3,1
1743,10425,31,33.24,5,1030.44,2005-05-31,In Process,2,5,2005,Classic Cars,35,S24_2840,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,Unknown,44000,France,Small,2005,5,2
1744,10106,49,74.68,13,3659.32,2003-02-17,Shipped,1,2,2003,Planes,68,S24_2841,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,Medium,2003,2,1
1745,10119,41,59.6,4,2443.6,2003-04-28,Shipped,2,4,2003,Planes,68,S24_2841,Salzburg Collectables,Geislweg 14,Salzburg,Unknown,5020,Austria,Small,2003,4,2
1746,10131,35,67.14,5,2349.9,2003-06-16,Shipped,2,6,2003,Planes,68,S24_2841,Gift Ideas Corp.,2440 Pompton St.,Glendale,CT,97561,USA,Small,2003,6,2
1749,10167,21,69.88,2,1467.48,2003-10-23,Cancelled,4,10,2003,Planes,68,S24_2841,Scandinavian Gift Ideas,?kergatan 24,Boras,Unknown,S-844 67,Sweden,Small,2003,10,4
1751,10186,22,69.2,2,1522.4,2003-11-14,Shipped,4,11,2003,Planes,68,S24_2841,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,Unknown,WA1 1DP,UK,Small,2003,11,4
1752,10198,48,67.82,5,3255.36,2003-11-27,Shipped,4,11,2003,Planes,68,S24_2841,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Unknown,1227 MM,Philippines,Medium,2003,11,4
1754,10222,32,81.53,5,2608.96,2004-02-19,Shipped,1,2,2004,Planes,68,S24_2841,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,91217,USA,Small,2004,2,1
1756,10262,24,67.14,10,1611.36,2004-06-24,Cancelled,2,6,2004,Planes,68,S24_2841,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Small,2004,6,2
1757,10274,40,65.08,2,2603.2,2004-07-21,Shipped,3,7,2004,Planes,68,S24_2841,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,58339,USA,Small,2004,7,3
1758,10284,30,73.99,12,2219.7,2004-08-21,Shipped,3,8,2004,Planes,68,S24_2841,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Unknown,N 0106,Norway,Small,2004,8,3
1759,10296,21,71.25,8,1496.25,2004-09-15,Shipped,3,9,2004,Planes,68,S24_2841,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Unknown,80686,Germany,Small,2004,9,3
1760,10307,25,75.36,2,1884.0,2004-10-14,Shipped,4,10,2004,Planes,68,S24_2841,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,71270,USA,Small,2004,10,4
1763,10339,55,100.0,12,6214.45,2004-11-23,Shipped,4,11,2004,Planes,68,S24_2841,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Medium,2004,11,4
1765,10373,38,70.44,7,2676.72,2005-01-31,Shipped,1,1,2005,Planes,68,S24_2841,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Unknown,90110,Finland,Small,2005,1,1
1767,10398,28,57.55,3,1611.4,2005-03-30,Shipped,1,3,2005,Planes,68,S24_2841,Reims Collectables,59 rue de l'Abbaye,Reims,Unknown,51100,France,Small,2005,3,1
1770,10110,46,100.0,10,5942.28,2003-03-18,Shipped,1,3,2003,Classic Cars,117,S24_2887,"AV Stores, Co.",Fauntleroy Circus,Manchester,Unknown,EC2 5NT,UK,Medium,2003,3,1
1771,10124,25,93.95,9,2348.75,2003-05-21,Shipped,2,5,2003,Classic Cars,117,S24_2887,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,83030,USA,Small,2003,5,2
1773,10161,25,100.0,2,2759.75,2003-10-17,Shipped,4,10,2003,Classic Cars,117,S24_2887,Heintze Collectables,Smagsloget 45,Aaarhus,Unknown,8200,Denmark,Small,2003,10,4
1776,10192,23,100.0,1,3052.33,2003-11-20,Shipped,4,11,2003,Classic Cars,117,S24_2887,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,62005,USA,Medium,2003,11,4
1778,10213,27,100.0,3,2790.45,2004-01-22,Shipped,1,1,2004,Classic Cars,117,S24_2887,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,Unknown,WA1 1DP,UK,Small,2004,1,1
1780,10241,28,98.65,5,2762.2,2004-04-13,Shipped,2,4,2004,Classic Cars,117,S24_2887,Mini Caravy,"24, place Kluber",Strasbourg,Unknown,67000,France,Small,2004,4,2
1785,10311,43,100.0,3,4595.41,2004-10-16,Shipped,4,10,2004,Classic Cars,117,S24_2887,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Unknown,28034,Spain,Medium,2004,10,4
